,LEA Code,LEA Name,School Code,School Name,Entity Type,Ward,Student Group,Grade,Percent Enrolled,Enrollment Count,Total Count of Students,Total Per-Pupil Expenditure,School Expenditures: State/Local,School Expenditures: Federal,Total School Level Expenditure,School Level: State/Local,School Level: Federal,Centralized Expenditures,Centralized Expenditures: State/Local,Centralized Expenditures: Federal,id
124,114,DC Bilingual PCS,199,DC Bilingual PCS,Charter,5,At-Risk,All,27.0,,445.0,21650,19584,2066,,,,,,,199DC Bilingual PCS
125,115,DC Prep PCS,1110,DC Prep PCS - Benning Elementary School,Charter,7,At-Risk,All,58.0,,455.0,19968,18036,1932,16515.0,14845.0,1669.0,3453.0,3191.0,263.0,1110DC Prep PCS - Benning Elementary School
126,115,DC Prep PCS,130,DC Prep PCS - Edgewood Elementary School,Charter,5,At-Risk,All,41.0,,457.0,19194,17421,1773,15740.0,14230.0,1510.0,3453.0,3191.0,263.0,130DC Prep PCS - Edgewood Elementary School
127,115,DC Prep PCS,196,DC Prep PCS - Edgewood Middle School,Charter,5,At-Risk,All,33.0,,336.0,20193,18663,1530,16740.0,15472.0,1268.0,3453.0,3191.0,263.0,196DC Prep PCS - Edgewood Middle School
128,115,DC Prep PCS,218,DC Prep PCS - Benning Middle School,Charter,7,At-Risk,All,50.0,,345.0,18633,16914,1718,15179.0,13724.0,1456.0,3453.0,3191.0,263.0,218DC Prep PCS - Benning Middle School
129,115,DC Prep PCS,276,DC Prep PCS - Anacostia Elementary School,Charter,8,At-Risk,All,68.0,,380.0,19875,17921,1955,16422.0,14730.0,1692.0,3453.0,3191.0,263.0,276DC Prep PCS - Anacostia Elementary School
130,116,E.L. Haynes PCS,1138,E.L. Haynes PCS - High School,Charter,4,At-Risk,All,52.0,,447.0,23363,21892,1471,20235.0,18779.0,1456.0,3128.0,3113.0,15.0,1138E.L. Haynes PCS - High School
131,116,E.L. Haynes PCS,1206,E.L. Haynes PCS - Elementary School,Charter,4,At-Risk,All,33.0,,353.0,22317,20911,1405,19328.0,17937.0,1391.0,2988.0,2974.0,14.0,1206E.L. Haynes PCS - Elementary School
132,116,E.L. Haynes PCS,146,E.L. Haynes PCS - Middle School,Charter,1,At-Risk,All,38.0,,360.0,20871,19556,1314,18076.0,16775.0,1301.0,2795.0,2781.0,13.0,146E.L. Haynes PCS - Middle School
133,117,Eagle Academy PCS,1125,Eagle Academy PCS - Capitol Riverfront,Charter,8,At-Risk,All,57.0,,159.0,26862,22937,3925,24059.0,20135.0,3925.0,2803.0,2803.0,0.0,1125Eagle Academy PCS - Capitol Riverfront
134,117,Eagle Academy PCS,195,Eagle Academy PCS - Congress Heights,Charter,8,At-Risk,All,69.0,,708.0,26862,23098,3764,24059.0,20296.0,3764.0,2803.0,2803.0,0.0,195Eagle Academy PCS - Congress Heights
135,118,Early Childhood Academy PCS,138,Early Childhood Academy PCS,Charter,8,At-Risk,All,74.0,,261.0,23318,18403,4915,,,,,,,138Early Childhood Academy PCS
136,119,Briya PCS,126,Briya PCS,Charter,5,At-Risk,All,10.0,,975.0,16045,15674,371,,,,,,,126Briya PCS
137,120,Friendship PCS,1057,Friendship PCS - Southeast Middle School,Charter,8,At-Risk,All,69.0,,181.0,20408,17563,2845,17495.0,15003.0,2492.0,2913.0,2559.0,354.0,1057Friendship PCS - Southeast Middle School
138,120,Friendship PCS,1124,Friendship PCS - Technology Preparatory Middle School,Charter,8,At-Risk,All,65.0,,142.0,22919,20186,2733,20006.0,17580.0,2426.0,2913.0,2606.0,307.0,1124Friendship PCS - Technology Preparatory Middle School
139,120,Friendship PCS,113,Friendship PCS - Southeast Elementary School,Charter,8,At-Risk,All,73.0,,415.0,18680,15875,2806,15767.0,13338.0,2429.0,2913.0,2537.0,376.0,113Friendship PCS - Southeast Elementary School
140,120,Friendship PCS,1164,Friendship PCS - Technology Preparatory High School,Charter,8,At-Risk,All,63.0,,277.0,22919,19145,3773,20006.0,16656.0,3350.0,2913.0,2489.0,424.0,1164Friendship PCS - Technology Preparatory High School
141,120,Friendship PCS,186,Friendship PCS - Collegiate Academy,Charter,7,At-Risk,All,59.0,,573.0,23509,20353,3156,20596.0,17786.0,2810.0,2913.0,2567.0,346.0,186Friendship PCS - Collegiate Academy
142,120,Friendship PCS,268,Friendship PCS - Online,Charter,4,At-Risk,All,55.0,,216.0,18302,17999,303,15389.0,15128.0,262.0,2913.0,2872.0,41.0,268Friendship PCS - Online
143,120,Friendship PCS,269,Friendship PCS - Armstrong,Charter,5,At-Risk,All,61.0,,417.0,19924,16986,2938,17011.0,14446.0,2565.0,2913.0,2540.0,373.0,269Friendship PCS - Armstrong
144,120,Friendship PCS,361,Friendship PCS - Blow Pierce Elementary School,Charter,7,At-Risk,All,77.0,,399.0,18095,14978,3116,15182.0,12495.0,2687.0,2913.0,2483.0,430.0,361Friendship PCS - Blow Pierce Elementary School
145,120,Friendship PCS,362,Friendship PCS - Blow Pierce Middle School,Charter,7,At-Risk,All,73.0,,250.0,18095,15858,2237,15182.0,13253.0,1929.0,2913.0,2605.0,309.0,362Friendship PCS - Blow Pierce Middle School
146,120,Friendship PCS,363,Friendship PCS - Chamberlain Elementary School,Charter,6,At-Risk,All,57.0,,372.0,18276,14634,3642,15363.0,12218.0,3144.0,2913.0,2415.0,498.0,363Friendship PCS - Chamberlain Elementary School
147,120,Friendship PCS,364,Friendship PCS - Chamberlain Middle School,Charter,6,At-Risk,All,52.0,,316.0,18276,15765,2511,15363.0,13195.0,2167.0,2913.0,2570.0,343.0,364Friendship PCS - Chamberlain Middle School
148,120,Friendship PCS,365,Friendship PCS - Woodridge Elementary School,Charter,5,At-Risk,All,46.0,,299.0,19935,17642,2293,17022.0,15020.0,2002.0,2913.0,2622.0,291.0,365Friendship PCS - Woodridge Elementary School
149,120,Friendship PCS,366,Friendship PCS - Woodridge Middle School,Charter,5,At-Risk,All,37.0,,229.0,19935,17642,2293,17022.0,15020.0,2002.0,2913.0,2622.0,291.0,366Friendship PCS - Woodridge Middle School
150,121,Hope Community PCS,114,Hope Community PCS - Tolson,Charter,5,At-Risk,All,60.0,,485.0,24434,22752,1683,21802.0,20119.0,1683.0,2633.0,2633.0,0.0,114Hope Community PCS - Tolson
151,121,Hope Community PCS,131,Hope Community PCS - Lamond,Charter,4,At-Risk,All,52.0,,294.0,23695,22212,1482,21124.0,19642.0,1482.0,2571.0,2571.0,0.0,131Hope Community PCS - Lamond
152,123,Cedar Tree Academy PCS,188,Cedar Tree Academy PCS,Charter,8,At-Risk,All,71.0,,369.0,19581,17660,1921,,,,,,,188Cedar Tree Academy PCS
153,124,Howard University Middle School of Mathematics and Science PCS,115,Howard University Middle School of Mathematics and Science PCS,Charter,1,At-Risk,All,47.0,,286.0,24485,22989,1496,,,,,,,115Howard University Middle School of Mathematics and Science PCS
154,125,Perry Street Preparatory PCS,161,Perry Street Preparatory PCS,Charter,5,At-Risk,All,54.0,,382.0,23572,21754,1818,,,,,,,161Perry Street Preparatory PCS
155,126,IDEA PCS,163,IDEA PCS,Charter,7,At-Risk,All,69.0,,335.0,25505,23263,2243,,,,,,,163IDEA PCS
156,129,KIPP DC PCS,1121,KIPP DC - Promise Academy PCS,Charter,7,At-Risk,All,59.0,,522.0,18393,16015,2379,15965.0,13954.0,2011.0,2428.0,2060.0,368.0,1121KIPP DC - Promise Academy PCS
157,129,KIPP DC PCS,1122,KIPP DC - Discover Academy PCS,Charter,8,At-Risk,All,66.0,,366.0,18109,16423,1686,15681.0,14363.0,1319.0,2428.0,2060.0,368.0,1122KIPP DC - Discover Academy PCS
158,129,KIPP DC PCS,1123,KIPP DC - College Preparatory Academy PCS,Charter,5,At-Risk,All,51.0,,822.0,23573,21528,2044,21145.0,19468.0,1677.0,2428.0,2060.0,368.0,1123KIPP DC - College Preparatory Academy PCS
159,129,KIPP DC PCS,1129,KIPP DC - Grow Academy PCS,Charter,6,At-Risk,All,47.0,,329.0,18818,17022,1796,16390.0,14962.0,1428.0,2428.0,2060.0,368.0,1129KIPP DC - Grow Academy PCS
160,129,KIPP DC PCS,116,KIPP DC - AIM Academy PCS,Charter,8,At-Risk,All,56.0,,394.0,19210,17042,2168,16782.0,14982.0,1800.0,2428.0,2060.0,368.0,116KIPP DC - AIM Academy PCS
161,129,KIPP DC PCS,121,KIPP DC - WILL Academy PCS,Charter,6,At-Risk,All,46.0,,337.0,19991,17922,2070,17564.0,15861.0,1702.0,2428.0,2060.0,368.0,121KIPP DC - WILL Academy PCS
162,129,KIPP DC PCS,132,KIPP DC - LEAP Academy PCS,Charter,7,At-Risk,All,59.0,,201.0,20029,18455,1575,17602.0,16394.0,1207.0,2428.0,2060.0,368.0,132KIPP DC - LEAP Academy PCS
163,129,KIPP DC PCS,189,KIPP DC - KEY Academy PCS,Charter,7,At-Risk,All,47.0,,341.0,19265,17208,2057,16837.0,15148.0,1689.0,2428.0,2060.0,368.0,189KIPP DC - KEY Academy PCS
164,129,KIPP DC PCS,190,KIPP DC - Lead Academy PCS,Charter,6,At-Risk,All,47.0,,414.0,17266,15208,2058,14838.0,13148.0,1690.0,2428.0,2060.0,368.0,190KIPP DC - Lead Academy PCS
165,129,KIPP DC PCS,209,KIPP DC - Connect Academy PCS,Charter,5,At-Risk,All,50.0,,332.0,18810,17050,1760,16382.0,14990.0,1392.0,2428.0,2060.0,368.0,209KIPP DC - Connect Academy PCS
166,129,KIPP DC PCS,214,KIPP DC - Spring Academy PCS,Charter,5,At-Risk,All,54.0,,422.0,17759,15603,2156,15331.0,13543.0,1789.0,2428.0,2060.0,368.0,214KIPP DC - Spring Academy PCS
167,129,KIPP DC PCS,236,KIPP DC - Arts and Technology Academy PCS,Charter,7,At-Risk,All,57.0,,352.0,18678,16872,1806,16250.0,14812.0,1439.0,2428.0,2060.0,368.0,236KIPP DC - Arts and Technology Academy PCS
168,129,KIPP DC PCS,237,KIPP DC - Quest Academy PCS,Charter,7,At-Risk,All,58.0,,427.0,18443,16344,2099,16015.0,14284.0,1732.0,2428.0,2060.0,368.0,237KIPP DC - Quest Academy PCS
169,129,KIPP DC PCS,242,KIPP DC - Northeast Academy PCS,Charter,5,At-Risk,All,48.0,,334.0,19985,18042,1943,17557.0,15981.0,1576.0,2428.0,2060.0,368.0,242KIPP DC - Northeast Academy PCS
170,129,KIPP DC PCS,243,KIPP DC - Valor Academy PCS,Charter,7,At-Risk,All,54.0,,340.0,19455,17361,2093,17027.0,15301.0,1726.0,2428.0,2060.0,368.0,243KIPP DC - Valor Academy PCS
171,129,KIPP DC PCS,3071,KIPP DC - Heights Academy PCS,Charter,8,At-Risk,All,62.0,,471.0,18763,16585,2178,16335.0,14524.0,1811.0,2428.0,2060.0,368.0,3071KIPP DC - Heights Academy PCS
172,130,Latin American Montessori Bilingual PCS,193,Latin American Montessori Bilingual PCS,Charter,4,At-Risk,All,8.0,,479.0,18933,18260,673,,,,,,,193Latin American Montessori Bilingual PCS
173,131,Youthbuild PCS,128,Youthbuild PCS,Charter,1,At-Risk,All,65.0,,165.0,23229,18198,5031,,,,,,,128Youthbuild PCS
174,132,Mary McLeod Bethune Day Academy PCS,135,Mary McLeod Bethune Day Academy PCS,Charter,5,At-Risk,All,48.0,,442.0,21661,19553,2108,,,,,,,135Mary McLeod Bethune Day Academy PCS
175,133,Maya Angelou PCS,101,Maya Angelou PCS - High School,Charter (Alternative),7,At-Risk,All,92.0,,237.0,38480,35661,2819,36210.0,33391.0,2819.0,2270.0,2270.0,0.0,101Maya Angelou PCS - High School
176,133,Maya Angelou PCS,137,Maya Angelou PCS - Young Adult Learning Center,Charter (Alternative),7,At-Risk,All,76.0,,315.0,18723,18544,179,16453.0,16275.0,179.0,2270.0,2270.0,0.0,137Maya Angelou PCS - Young Adult Learning Center
177,135,Meridian PCS,165,Meridian PCS,Charter,1,At-Risk,All,49.0,,672.0,20487,18861,1626,,,,,,,165Meridian PCS
178,138,Paul PCS,170,Paul PCS - Middle School,Charter,4,At-Risk,All,37.0,,267.0,23945,22890,1055,11153.0,11153.0,0.0,12792.0,11737.0,1055.0,170Paul PCS - Middle School
179,138,Paul PCS,222,Paul PCS - International High School,Charter,4,At-Risk,All,57.0,,480.0,23433,22225,1208,10641.0,10489.0,153.0,12792.0,11737.0,1055.0,222Paul PCS - International High School
180,140,Roots PCS,173,Roots PCS,Charter,4,At-Risk,All,54.0,,112.0,20026,18179,1848,,,,,,,173Roots PCS
181,142,"SEED PCS of Washington, DC",174,SEED PCS of Washington DC,Charter,7,At-Risk,All,62.0,,290.0,47671,47671,0,,,,,,,174SEED PCS of Washington DC
182,143,St. Coletta Special Education PCS,1047,St. Coletta Special Education PCS,Charter,7,At-Risk,All,47.0,,256.0,73561,73100,461,,,,,,,1047St. Coletta Special Education PCS
183,144,Elsie Whitlow Stokes Community Freedom PCS,1059,Elsie Whitlow Stokes Community Freedom PCS - East End,Charter,7,At-Risk,All,11.0,,142.0,18518,15834,2684,13219.0,12398.0,820.0,5300.0,3436.0,1864.0,1059Elsie Whitlow Stokes Community Freedom PCS - East End
184,144,Elsie Whitlow Stokes Community Freedom PCS,159,Elsie Whitlow Stokes Community Freedom PCS - Brookland,Charter,5,At-Risk,All,11.0,,352.0,16482,14904,1578,14564.0,14459.0,105.0,1918.0,445.0,1474.0,159Elsie Whitlow Stokes Community Freedom PCS - Brookland
185,145,The Next Step/El Proximo Paso PCS,168,The Next Step El Proximo Paso PCS,Charter,1,At-Risk,All,13.0,,444.0,23134,22481,653,,,,,,,168The Next Step El Proximo Paso PCS
186,146,Thurgood Marshall Academy PCS,191,Thurgood Marshall Academy PCS,Charter,8,At-Risk,All,54.0,,398.0,20402,18649,1753,,,,,,,191Thurgood Marshall Academy PCS
187,149,Two Rivers PCS,198,Two Rivers PCS - 4th St,Charter,6,At-Risk,All,22.0,,538.0,19593,18500,1093,19593.0,18500.0,1093.0,0.0,0.0,0.0,198Two Rivers PCS - 4th St
188,149,Two Rivers PCS,270,Two Rivers PCS - Young,Charter,5,At-Risk,All,20.0,,341.0,18910,18149,761,18910.0,18149.0,761.0,0.0,0.0,0.0,270Two Rivers PCS - Young
189,151,Washington Latin PCS,1118,Washington Latin PCS - Upper School,Charter,4,At-Risk,All,14.0,,333.0,19446,18954,492,19446.0,18954.0,492.0,0.0,0.0,0.0,1118Washington Latin PCS - Upper School
190,151,Washington Latin PCS,125,Washington Latin PCS - Middle School,Charter,4,At-Risk,All,7.0,,374.0,16829,16404,426,16829.0,16404.0,426.0,0.0,0.0,0.0,125Washington Latin PCS - Middle School
191,155,Achievement Preparatory Academy PCS,1100,Achievement Preparatory Academy PCS - Wahler Place Middle School,Charter,8,At-Risk,All,65.0,,459.0,17575,15448,2126,13403.0,11493.0,1910.0,4171.0,3955.0,216.0,1100Achievement Preparatory Academy PCS - Wahler Place Middle School
192,155,Achievement Preparatory Academy PCS,217,Achievement Preparatory Academy PCS - Wahler Place Elementary School,Charter,8,At-Risk,All,67.0,,379.0,22085,20068,2018,18270.0,16447.0,1823.0,3815.0,3621.0,195.0,217Achievement Preparatory Academy PCS - Wahler Place Elementary School
193,156,Center City PCS,1103,Center City PCS - Brightwood,Charter,4,At-Risk,All,31.0,,260.0,19236,17487,1748,15423.0,13814.0,1609.0,3812.0,3674.0,139.0,1103Center City PCS - Brightwood
194,156,Center City PCS,1104,Center City PCS - Capitol Hill,Charter,6,At-Risk,All,56.0,,270.0,17404,15816,1589,13852.0,12403.0,1450.0,3552.0,3413.0,139.0,1104Center City PCS - Capitol Hill
195,156,Center City PCS,1105,Center City PCS - Congress Heights,Charter,8,At-Risk,All,54.0,,256.0,17735,16060,1674,14288.0,12753.0,1535.0,3446.0,3307.0,139.0,1105Center City PCS - Congress Heights
196,156,Center City PCS,1106,Center City PCS - Petworth,Charter,4,At-Risk,All,33.0,,255.0,19735,17941,1794,15996.0,14341.0,1655.0,3739.0,3600.0,139.0,1106Center City PCS - Petworth
197,156,Center City PCS,1107,Center City PCS - Shaw,Charter,6,At-Risk,All,44.0,,237.0,18951,17233,1718,15252.0,13673.0,1579.0,3699.0,3560.0,139.0,1107Center City PCS - Shaw
198,156,Center City PCS,1108,Center City PCS - Trinidad,Charter,5,At-Risk,All,61.0,,209.0,21089,19184,1906,17417.0,15650.0,1767.0,3672.0,3534.0,139.0,1108Center City PCS - Trinidad
199,160,Washington Yu Ying PCS,1117,Washington Yu Ying PCS,Charter,5,At-Risk,All,6.0,,570.0,17242,16503,738,,,,,,,1117Washington Yu Ying PCS
200,162,Carlos Rosario International PCS,1119,Carlos Rosario International PCS,Charter,1,At-Risk,All,13.0,,3220.0,13674,13553,122,,,,,,,1119Carlos Rosario International PCS
201,163,National Collegiate Preparatory PCHS,1120,National Collegiate Preparatory PCHS,Charter,8,At-Risk,All,74.0,,268.0,24015,21878,2137,,,,,,,1120National Collegiate Preparatory PCHS
202,165,Inspired Teaching Demonstration PCS,3064,Inspired Teaching Demonstration PCS,Charter,5,At-Risk,All,17.0,,475.0,17551,16994,557,,,,,,,3064Inspired Teaching Demonstration PCS
203,166,Shining Stars Montessori Academy PCS,3066,Shining Stars Montessori Academy PCS,Charter,5,At-Risk,All,17.0,,315.0,19108,18337,771,,,,,,,3066Shining Stars Montessori Academy PCS
204,167,Richard Wright PCS for Journalism and Media Arts,3067,Richard Wright PCS for Journalism and Media Arts,Charter,6,At-Risk,All,63.0,,303.0,20592,18708,1883,,,,,,,3067Richard Wright PCS for Journalism and Media Arts
205,168,Basis DC PCS,3068,BASIS DC PCS,Charter,2,At-Risk,All,8.0,,642.0,12423,12173,250,,,,,,,3068BASIS DC PCS
206,169,Creative Minds International PCS,3069,Creative Minds International PCS,Charter,5,At-Risk,All,16.0,,512.0,24753,24087,666,,,,,,,3069Creative Minds International PCS
207,170,DC Scholars PCS,3070,DC Scholars PCS,Charter,7,At-Risk,All,63.0,,548.0,20321,18170,2151,,,,,,,3070DC Scholars PCS
208,171,Mundo Verde Bilingual PCS,3065,Mundo Verde Bilingual PCS,Charter,5,At-Risk,All,12.0,,604.0,17961,17126,835,17961.0,17126.0,835.0,0.0,0.0,0.0,3065Mundo Verde Bilingual PCS
209,172,LAYC Career Academy PCS,104,LAYC Career Academy PCS,Charter,1,At-Risk,All,50.0,,221.0,22739,21603,1136,,,,,,,104LAYC Career Academy PCS
210,173,Ingenuity Prep PCS,200,Ingenuity Prep PCS,Charter,8,At-Risk,All,65.0,,571.0,22919,20983,1935,,,,,,,200Ingenuity Prep PCS
211,174,Sela PCS,197,Sela PCS,Charter,4,At-Risk,All,18.0,,232.0,20086,19065,1021,,,,,,,197Sela PCS
212,176,Community College Preparatory Academy PCS,216,Community College Preparatory Academy PCS,Charter,8,At-Risk,All,67.0,,956.0,12164,12156,7,,,,,,,216Community College Preparatory Academy PCS
213,177,Lee Montessori PCS,228,Lee Montessori PCS,Charter,5,At-Risk,All,11.0,,215.0,23187,22189,999,23187.0,22189.0,999.0,0.0,0.0,0.0,228Lee Montessori PCS
214,178,Academy of Hope Adult PCS,233,Academy of Hope Adult PCS,Charter,5,At-Risk,All,69.0,,665.0,14478,13390,1088,,,,,,,233Academy of Hope Adult PCS
215,180,Harmony DC PCS,245,Harmony DC PCS - School of Excellence,Charter,5,At-Risk,All,67.0,,122.0,24606,22512,2094,,,,,,,245Harmony DC PCS - School of Excellence
216,181,District of Columbia International School,248,District of Columbia International School,Charter,4,At-Risk,All,19.0,,1066.0,14049,13145,905,,,,,,,248District of Columbia International School
217,184,Monument Academy PCS,260,Monument Academy PCS,Charter (Alternative),6,At-Risk,All,82.0,,142.0,72601,69316,3286,,,,,,,260Monument Academy PCS
218,185,Washington Global PCS,263,Washington Global PCS,Charter,6,At-Risk,All,59.0,,221.0,20828,18832,1996,,,,,,,263Washington Global PCS
219,186,Kingsman Academy PCS,267,Kingsman Academy PCS,Charter (Alternative),6,At-Risk,All,91.0,,331.0,29369,29070,298,,,,,,,267Kingsman Academy PCS
220,188,The Children's Guild DC PCS,255,The Children's Guild PCS,Charter (Alternative),5,At-Risk,All,79.0,,393.0,35129,32851,2278,,,,,,,255The Children's Guild PCS
221,189,Breakthrough Montessori PCS,289,Breakthrough Montessori PCS,Charter,4,At-Risk,All,14.0,,186.0,22864,22096,769,,,,,,,289Breakthrough Montessori PCS
222,190,Goodwill Excel Center PCS,297,Goodwill Excel Center PCS,Charter (Alternative),2,At-Risk,All,99.0,,576.0,16041,15947,93,,,,,,,297Goodwill Excel Center PCS
223,191,Rocketship DC PCS,1016,Rocketship DC PCS - Legacy Prep,Charter,7,At-Risk,All,70.0,,480.0,22941,21749,1192,22175.0,20983.0,1192.0,766.0,766.0,0.0,1016Rocketship DC PCS - Legacy Prep
224,191,Rocketship DC PCS,286,Rocketship DC PCS - Rise Academy,Charter,8,At-Risk,All,80.0,,654.0,22463,21092,1371,21752.0,20381.0,1371.0,711.0,711.0,0.0,286Rocketship DC PCS - Rise Academy
225,194,Washington Leadership Academy PCS,283,Washington Leadership Academy PCS,Charter,5,At-Risk,All,55.0,,316.0,20638,19103,1535,,,,,,,283Washington Leadership Academy PCS
226,303,The Family Place PCS,1036,The Family Place PCS,Charter,1,At-Risk,All,16.0,,173.0,7975,7975,0,,,,,,,1036The Family Place PCS
227,314,Statesman College Preparatory Academy for Boys PCS,1037,Statesman College Preparatory Academy for Boys PCS,Charter,8,At-Risk,All,47.0,,57.0,35143,29901,5242,,,,,,,1037Statesman College Preparatory Academy for Boys PCS
228,317,Digital Pioneers Academy PCS,1038,Digital Pioneers Academy PCS,Charter,7,At-Risk,All,66.0,,127.0,34648,28185,6463,,,,,,,1038Digital Pioneers Academy PCS
229,,,127,,,,,,,,,28703,26086,2618,25928.0,23638.0,2289.0,2776.0,2447.0,328.0,
230,,,153,,,,,,,,,28548,26060,2488,25949.0,23768.0,2181.0,2599.0,2292.0,307.0,
