,LEA Code,LEA Name,School Code,School Name,Entity Type,Ward,Student Group,Grade,Percent Enrolled,Enrollment Count,Total Count of Students,Short Name,Total Per-Pupil Expenditure,School Expenditures: State/Local,School Expenditures: Federal,Total School Level Expenditure,School Level: State/Local,School Level: Federal,Centralized Expenditures,Centralized Expenditures: State/Local,Centralized Expenditures: Federal,Highest Grade,Lowest Grade,Accountability Framework,Level
111,001,District of Columbia Public Schools,452,Ballou High School,DCPS,8,At-Risk,,79,,746,Ballou High School,24518,20915,3604,17643.0,15537.0,2106.0,6875.0,5377.0,1498.0,12.0,9.0,High School,High School
112,001,District of Columbia Public Schools,454,Cardozo Education Campus,DCPS,1,At-Risk,,65,,831,Cardozo Education Campus,24539,21840,2699,17664.0,16463.0,1201.0,6875.0,5377.0,1498.0,12.0,6.0,High School,High School
113,001,District of Columbia Public Schools,454,Cardozo Education Campus,DCPS,1,At-Risk,,65,,831,Cardozo Education Campus,24539,21840,2699,17664.0,16463.0,1201.0,6875.0,5377.0,1498.0,12.0,6.0,Middle School,High School
114,001,District of Columbia Public Schools,455,Coolidge High School,DCPS,4,At-Risk,,68,,378,Coolidge High School,29588,26469,3118,22713.0,21092.0,1621.0,6875.0,5377.0,1498.0,12.0,9.0,High School,High School
115,001,District of Columbia Public Schools,456,Roosevelt STAY High School,DCPS (Alternative),4,At-Risk,,82,,846,Roosevelt STAY High School,14242,12553,1690,7367.0,7175.0,192.0,6875.0,5377.0,1498.0,13.0,9.0,Alternative Framework,High School
116,001,District of Columbia Public Schools,457,Eastern High School,DCPS,6,At-Risk,,63,,820,Eastern High School,21062,17896,3166,14187.0,12519.0,1668.0,6875.0,5377.0,1498.0,12.0,9.0,High School,High School
117,001,District of Columbia Public Schools,458,McKinley Technology High School,DCPS,5,At-Risk,,34,,638,McKinley Technology High School,19797,16863,2934,12922.0,11485.0,1437.0,6875.0,5377.0,1498.0,12.0,9.0,High School,High School
118,001,District of Columbia Public Schools,459,Roosevelt High School,DCPS,4,At-Risk,,65,,767,Roosevelt High School,23889,21281,2608,17014.0,15904.0,1110.0,6875.0,5377.0,1498.0,12.0,9.0,High School,High School
119,001,District of Columbia Public Schools,463,Woodrow Wilson High School,DCPS,3,At-Risk,,22,,1895,Woodrow Wilson High School,16519,14619,1900,9644.0,9241.0,402.0,6875.0,5377.0,1498.0,12.0,9.0,High School,High School
120,001,District of Columbia Public Schools,464,H.D. Woodson High School,DCPS,7,At-Risk,,69,,541,H.D. Woodson High School,27226,23825,3401,20351.0,18447.0,1903.0,6875.0,5377.0,1498.0,12.0,9.0,High School,High School
121,001,District of Columbia Public Schools,466,School Without Walls High School,DCPS,2,At-Risk,,10,,597,School Without Walls High School,16893,14493,2400,10018.0,9116.0,903.0,6875.0,5377.0,1498.0,12.0,9.0,High School,High School
122,001,District of Columbia Public Schools,467,Dunbar High School,DCPS,5,At-Risk,,65,,738,Dunbar High School,20005,17420,2585,13130.0,12043.0,1087.0,6875.0,5377.0,1498.0,12.0,9.0,High School,High School
123,001,District of Columbia Public Schools,471,Duke Ellington School of the Arts,DCPS,2,At-Risk,,26,,579,Duke Ellington School of the,16176,14656,1520,9301.0,9278.0,23.0,6875.0,5377.0,1498.0,12.0,9.0,High School,High School
124,001,District of Columbia Public Schools,474,Washington Metropolitan High School,DCPS (Alternative),1,At-Risk,,90,,189,Washington Metropolitan High School,39233,35602,3631,32358.0,30225.0,2133.0,6875.0,5377.0,1498.0,12.0,8.0,Alternative Framework,High School
125,001,District of Columbia Public Schools,478,"Phelps Architecture, Construction and Engineering High School",DCPS,5,At-Risk,,51,,270,"Phelps Architecture, Construction and Engineering",24828,22284,2544,17953.0,16907.0,1047.0,6875.0,5377.0,1498.0,12.0,9.0,High School,High School
126,107,Bridges PCS,142,Bridges PCS,Charter,5,At-Risk,,36,,426,Bridges PCS,29446,27425,2021,,,,,,,5.0,-2.0,Elementary School,Elementary School
127,108,Capital City PCS,1207,Capital City PCS - High School,Charter,4,At-Risk,,43,,340,Capital City PCS - High,26679,24961,1719,21687.0,20022.0,1665.0,4992.0,4938.0,54.0,12.0,9.0,High School,High School
128,108,Capital City PCS,182,Capital City PCS - Middle School,Charter,4,At-Risk,,29,,337,Capital City PCS - Middle,25724,24066,1657,20910.0,19305.0,1605.0,4814.0,4761.0,52.0,8.0,5.0,Middle School,Middle School
129,108,Capital City PCS,184,Capital City PCS - Lower School,Charter,4,At-Risk,,35,,330,Capital City PCS - Lower,27671,25888,1783,22493.0,20766.0,1726.0,5178.0,5122.0,56.0,4.0,-2.0,Elementary School,Elementary School
130,109,Cesar Chavez PCS for Public Policy,102,Cesar Chavez PCS for Public Policy - Parkside Middle School,Charter,7,At-Risk,,75,,133,Cesar Chavez PCS for Public,27908,26231,1678,26083.0,24579.0,1504.0,1826.0,1652.0,174.0,8.0,7.0,Middle School,Middle School
131,109,Cesar Chavez PCS for Public Policy,109,Cesar Chavez PCS for Public Policy - Parkside High School,Charter,7,At-Risk,,66,,360,Cesar Chavez PCS for Public,28872,26204,2668,25912.0,23581.0,2331.0,2959.0,2623.0,337.0,12.0,9.0,High School,High School
132,114,DC Bilingual PCS,199,DC Bilingual PCS,Charter,5,At-Risk,,27,,445,DC Bilingual PCS,21650,19584,2066,,,,,,,5.0,-2.0,Elementary School,Elementary School
133,115,DC Prep PCS,1110,DC Prep PCS - Benning Elementary School,Charter,7,At-Risk,,58,,455,DC Prep PCS - Benning,19968,18036,1932,16515.0,14845.0,1669.0,3453.0,3191.0,263.0,3.0,-2.0,Elementary School,Elementary School
134,115,DC Prep PCS,130,DC Prep PCS - Edgewood Elementary School,Charter,5,At-Risk,,41,,457,DC Prep PCS - Edgewood,19194,17421,1773,15740.0,14230.0,1510.0,3453.0,3191.0,263.0,3.0,-2.0,Elementary School,Elementary School
135,115,DC Prep PCS,196,DC Prep PCS - Edgewood Middle School,Charter,5,At-Risk,,33,,336,DC Prep PCS - Edgewood,20193,18663,1530,16740.0,15472.0,1268.0,3453.0,3191.0,263.0,8.0,4.0,Elementary School,Middle School
136,115,DC Prep PCS,196,DC Prep PCS - Edgewood Middle School,Charter,5,At-Risk,,33,,336,DC Prep PCS - Edgewood,20193,18663,1530,16740.0,15472.0,1268.0,3453.0,3191.0,263.0,8.0,4.0,Middle School,Middle School
137,115,DC Prep PCS,218,DC Prep PCS - Benning Middle School,Charter,7,At-Risk,,50,,345,DC Prep PCS - Benning,18633,16914,1718,15179.0,13724.0,1456.0,3453.0,3191.0,263.0,8.0,4.0,Elementary School,Middle School
138,115,DC Prep PCS,218,DC Prep PCS - Benning Middle School,Charter,7,At-Risk,,50,,345,DC Prep PCS - Benning,18633,16914,1718,15179.0,13724.0,1456.0,3453.0,3191.0,263.0,8.0,4.0,Middle School,Middle School
139,116,E.L. Haynes PCS,1138,E.L. Haynes PCS - High School,Charter,4,At-Risk,,52,,447,E.L. Haynes PCS - High,23363,21892,1471,20235.0,18779.0,1456.0,3128.0,3113.0,15.0,12.0,9.0,High School,High School
140,116,E.L. Haynes PCS,1206,E.L. Haynes PCS - Elementary School,Charter,4,At-Risk,,33,,353,E.L. Haynes PCS - Elementary,22317,20911,1405,19328.0,17937.0,1391.0,2988.0,2974.0,14.0,4.0,-2.0,Elementary School,Elementary School
141,116,E.L. Haynes PCS,146,E.L. Haynes PCS - Middle School,Charter,1,At-Risk,,38,,360,E.L. Haynes PCS - Middle,20871,19556,1314,18076.0,16775.0,1301.0,2795.0,2781.0,13.0,8.0,5.0,Middle School,Middle School
142,117,Eagle Academy PCS,1125,Eagle Academy PCS - Capitol Riverfront,Charter,8,At-Risk,,57,,159,Eagle Academy PCS - Capitol,26862,22937,3925,24059.0,20135.0,3925.0,2803.0,2803.0,0.0,3.0,-2.0,Elementary School,Elementary School
143,117,Eagle Academy PCS,195,Eagle Academy PCS - Congress Heights,Charter,8,At-Risk,,69,,708,Eagle Academy PCS - Congress,26862,23098,3764,24059.0,20296.0,3764.0,2803.0,2803.0,0.0,3.0,-2.0,Elementary School,Elementary School
144,118,Early Childhood Academy PCS,138,Early Childhood Academy PCS,Charter,8,At-Risk,,74,,261,Early Childhood Academy PCS,23318,18403,4915,,,,,,,3.0,-2.0,Elementary School,Elementary School
145,120,Friendship PCS,1057,Friendship PCS - Southeast Middle School,Charter,8,At-Risk,,69,,181,Friendship PCS - Southeast Middle,20408,17563,2845,17495.0,15003.0,2492.0,2913.0,2559.0,354.0,6.0,4.0,Elementary School,Elementary School
146,120,Friendship PCS,1124,Friendship PCS - Technology Preparatory Middle School,Charter,8,At-Risk,,65,,142,Friendship PCS - Technology Preparatory,22919,20186,2733,20006.0,17580.0,2426.0,2913.0,2606.0,307.0,8.0,7.0,Middle School,Middle School
147,120,Friendship PCS,113,Friendship PCS - Southeast Elementary School,Charter,8,At-Risk,,73,,415,Friendship PCS - Southeast Elementary,18680,15875,2806,15767.0,13338.0,2429.0,2913.0,2537.0,376.0,3.0,-2.0,Elementary School,Elementary School
148,120,Friendship PCS,1164,Friendship PCS - Technology Preparatory High School,Charter,8,At-Risk,,63,,277,Friendship PCS - Technology Preparatory,22919,19145,3773,20006.0,16656.0,3350.0,2913.0,2489.0,424.0,12.0,9.0,High School,High School
149,120,Friendship PCS,186,Friendship PCS - Collegiate Academy,Charter,7,At-Risk,,59,,573,Friendship PCS - Collegiate Academy,23509,20353,3156,20596.0,17786.0,2810.0,2913.0,2567.0,346.0,12.0,9.0,High School,High School
150,120,Friendship PCS,268,Friendship PCS - Online,Charter,4,At-Risk,,55,,216,Friendship PCS - Online,18302,17999,303,15389.0,15128.0,262.0,2913.0,2872.0,41.0,8.0,0.0,Elementary School,K-8 School
151,120,Friendship PCS,268,Friendship PCS - Online,Charter,4,At-Risk,,55,,216,Friendship PCS - Online,18302,17999,303,15389.0,15128.0,262.0,2913.0,2872.0,41.0,8.0,0.0,Middle School,K-8 School
152,120,Friendship PCS,269,Friendship PCS - Armstrong,Charter,5,At-Risk,,61,,417,Friendship PCS - Armstrong,19924,16986,2938,17011.0,14446.0,2565.0,2913.0,2540.0,373.0,5.0,-2.0,Elementary School,Elementary School
153,120,Friendship PCS,361,Friendship PCS - Blow Pierce Elementary School,Charter,7,At-Risk,,77,,399,Friendship PCS - Blow Pierce,18095,14978,3116,15182.0,12495.0,2687.0,2913.0,2483.0,430.0,3.0,-2.0,Elementary School,Elementary School
154,120,Friendship PCS,362,Friendship PCS - Blow Pierce Middle School,Charter,7,At-Risk,,73,,250,Friendship PCS - Blow Pierce,18095,15858,2237,15182.0,13253.0,1929.0,2913.0,2605.0,309.0,8.0,4.0,Elementary School,Middle School
155,120,Friendship PCS,362,Friendship PCS - Blow Pierce Middle School,Charter,7,At-Risk,,73,,250,Friendship PCS - Blow Pierce,18095,15858,2237,15182.0,13253.0,1929.0,2913.0,2605.0,309.0,8.0,4.0,Middle School,Middle School
156,120,Friendship PCS,363,Friendship PCS - Chamberlain Elementary School,Charter,6,At-Risk,,57,,372,Friendship PCS - Chamberlain Elementary,18276,14634,3642,15363.0,12218.0,3144.0,2913.0,2415.0,498.0,3.0,-2.0,Elementary School,Elementary School
157,120,Friendship PCS,364,Friendship PCS - Chamberlain Middle School,Charter,6,At-Risk,,52,,316,Friendship PCS - Chamberlain Middle,18276,15765,2511,15363.0,13195.0,2167.0,2913.0,2570.0,343.0,8.0,4.0,Elementary School,Middle School
158,120,Friendship PCS,364,Friendship PCS - Chamberlain Middle School,Charter,6,At-Risk,,52,,316,Friendship PCS - Chamberlain Middle,18276,15765,2511,15363.0,13195.0,2167.0,2913.0,2570.0,343.0,8.0,4.0,Middle School,Middle School
159,120,Friendship PCS,365,Friendship PCS - Woodridge Elementary School,Charter,5,At-Risk,,46,,299,Friendship PCS - Woodridge Elementary,19935,17642,2293,17022.0,15020.0,2002.0,2913.0,2622.0,291.0,3.0,-2.0,Elementary School,Elementary School
160,120,Friendship PCS,366,Friendship PCS - Woodridge Middle School,Charter,5,At-Risk,,37,,229,Friendship PCS - Woodridge Middle,19935,17642,2293,17022.0,15020.0,2002.0,2913.0,2622.0,291.0,8.0,4.0,Elementary School,Middle School
161,120,Friendship PCS,366,Friendship PCS - Woodridge Middle School,Charter,5,At-Risk,,37,,229,Friendship PCS - Woodridge Middle,19935,17642,2293,17022.0,15020.0,2002.0,2913.0,2622.0,291.0,8.0,4.0,Middle School,Middle School
162,121,Hope Community PCS,114,Hope Community PCS - Tolson,Charter,5,At-Risk,,60,,485,Hope Community PCS - Tolson,24434,22752,1683,21802.0,20119.0,1683.0,2633.0,2633.0,0.0,8.0,-2.0,Elementary School,K-8 School
163,121,Hope Community PCS,114,Hope Community PCS - Tolson,Charter,5,At-Risk,,60,,485,Hope Community PCS - Tolson,24434,22752,1683,21802.0,20119.0,1683.0,2633.0,2633.0,0.0,8.0,-2.0,Middle School,K-8 School
164,121,Hope Community PCS,131,Hope Community PCS - Lamond,Charter,4,At-Risk,,52,,294,Hope Community PCS - Lamond,23695,22212,1482,21124.0,19642.0,1482.0,2571.0,2571.0,0.0,5.0,-2.0,Elementary School,Elementary School
165,124,Howard University Middle School of Mathematics and Science PCS,115,Howard University Middle School of Mathematics and Science PCS,Charter,1,At-Risk,,47,,286,Howard University Middle School of,24485,22989,1496,,,,,,,8.0,6.0,Middle School,Middle School
166,125,Perry Street Preparatory PCS,161,Perry Street Preparatory PCS,Charter,5,At-Risk,,54,,382,Perry Street Preparatory PCS,23572,21754,1818,,,,,,,8.0,-2.0,Elementary School,K-8 School
167,125,Perry Street Preparatory PCS,161,Perry Street Preparatory PCS,Charter,5,At-Risk,,54,,382,Perry Street Preparatory PCS,23572,21754,1818,,,,,,,8.0,-2.0,Middle School,K-8 School
168,126,IDEA PCS,163,IDEA PCS,Charter,7,At-Risk,,69,,335,IDEA PCS,25505,23263,2243,,,,,,,12.0,9.0,High School,High School
169,129,KIPP DC PCS,1121,KIPP DC - Promise Academy PCS,Charter,7,At-Risk,,59,,522,KIPP DC - Promise Academy,18393,16015,2379,15965.0,13954.0,2011.0,2428.0,2060.0,368.0,4.0,0.0,Elementary School,Elementary School
170,129,KIPP DC PCS,1123,KIPP DC - College Preparatory Academy PCS,Charter,5,At-Risk,,51,,822,KIPP DC - College Preparatory,23573,21528,2044,21145.0,19468.0,1677.0,2428.0,2060.0,368.0,12.0,9.0,High School,High School
171,129,KIPP DC PCS,116,KIPP DC - AIM Academy PCS,Charter,8,At-Risk,,56,,394,KIPP DC - AIM Academy,19210,17042,2168,16782.0,14982.0,1800.0,2428.0,2060.0,368.0,8.0,5.0,Middle School,Middle School
172,129,KIPP DC PCS,121,KIPP DC - WILL Academy PCS,Charter,6,At-Risk,,46,,337,KIPP DC - WILL Academy,19991,17922,2070,17564.0,15861.0,1702.0,2428.0,2060.0,368.0,8.0,5.0,Middle School,Middle School
173,129,KIPP DC PCS,189,KIPP DC - KEY Academy PCS,Charter,7,At-Risk,,47,,341,KIPP DC - KEY Academy,19265,17208,2057,16837.0,15148.0,1689.0,2428.0,2060.0,368.0,8.0,5.0,Middle School,Middle School
174,129,KIPP DC PCS,190,KIPP DC - Lead Academy PCS,Charter,6,At-Risk,,47,,414,KIPP DC - Lead Academy,17266,15208,2058,14838.0,13148.0,1690.0,2428.0,2060.0,368.0,4.0,1.0,Elementary School,Elementary School
175,129,KIPP DC PCS,214,KIPP DC - Spring Academy PCS,Charter,5,At-Risk,,54,,422,KIPP DC - Spring Academy,17759,15603,2156,15331.0,13543.0,1789.0,2428.0,2060.0,368.0,4.0,1.0,Elementary School,Elementary School
176,129,KIPP DC PCS,237,KIPP DC - Quest Academy PCS,Charter,7,At-Risk,,58,,427,KIPP DC - Quest Academy,18443,16344,2099,16015.0,14284.0,1732.0,2428.0,2060.0,368.0,4.0,1.0,Elementary School,Elementary School
177,129,KIPP DC PCS,242,KIPP DC - Northeast Academy PCS,Charter,5,At-Risk,,48,,334,KIPP DC - Northeast Academy,19985,18042,1943,17557.0,15981.0,1576.0,2428.0,2060.0,368.0,8.0,5.0,Middle School,Middle School
178,129,KIPP DC PCS,243,KIPP DC - Valor Academy PCS,Charter,7,At-Risk,,54,,340,KIPP DC - Valor Academy,19455,17361,2093,17027.0,15301.0,1726.0,2428.0,2060.0,368.0,8.0,5.0,Middle School,Middle School
179,129,KIPP DC PCS,3071,KIPP DC - Heights Academy PCS,Charter,8,At-Risk,,62,,471,KIPP DC - Heights Academy,18763,16585,2178,16335.0,14524.0,1811.0,2428.0,2060.0,368.0,4.0,1.0,Elementary School,Elementary School
180,130,Latin American Montessori Bilingual PCS,193,Latin American Montessori Bilingual PCS,Charter,4,At-Risk,,8,,479,Latin American Montessori Bilingual PCS,18933,18260,673,,,,,,,5.0,-2.0,Elementary School,Elementary School
181,132,Mary McLeod Bethune Day Academy PCS,135,Mary McLeod Bethune Day Academy PCS,Charter,5,At-Risk,,48,,442,Mary McLeod Bethune Day Academy,21661,19553,2108,,,,,,,8.0,-2.0,Elementary School,K-8 School
182,132,Mary McLeod Bethune Day Academy PCS,135,Mary McLeod Bethune Day Academy PCS,Charter,5,At-Risk,,48,,442,Mary McLeod Bethune Day Academy,21661,19553,2108,,,,,,,8.0,-2.0,Middle School,K-8 School
183,133,Maya Angelou PCS,101,Maya Angelou PCS - High School,Charter (Alternative),7,At-Risk,,92,,237,Maya Angelou PCS - High,38480,35661,2819,36210.0,33391.0,2819.0,2270.0,2270.0,0.0,12.0,9.0,Alternative Framework,High School
184,135,Meridian PCS,165,Meridian PCS,Charter,1,At-Risk,,49,,672,Meridian PCS,20487,18861,1626,,,,,,,8.0,-2.0,Elementary School,K-8 School
185,135,Meridian PCS,165,Meridian PCS,Charter,1,At-Risk,,49,,672,Meridian PCS,20487,18861,1626,,,,,,,8.0,-2.0,Middle School,K-8 School
186,138,Paul PCS,170,Paul PCS - Middle School,Charter,4,At-Risk,,37,,267,Paul PCS - Middle School,23945,22890,1055,11153.0,11153.0,0.0,12792.0,11737.0,1055.0,8.0,6.0,Middle School,Middle School
187,138,Paul PCS,222,Paul PCS - International High School,Charter,4,At-Risk,,57,,480,Paul PCS - International High,23433,22225,1208,10641.0,10489.0,153.0,12792.0,11737.0,1055.0,12.0,9.0,High School,High School
188,140,Roots PCS,173,Roots PCS,Charter,4,At-Risk,,54,,112,Roots PCS,20026,18179,1848,,,,,,,5.0,-2.0,Elementary School,Elementary School
189,142,"SEED PCS of Washington, DC",174,SEED PCS of Washington DC,Charter,7,At-Risk,,62,,290,SEED PCS of Washington DC,47671,47671,0,,,,,,,12.0,7.0,High School,High School
190,142,"SEED PCS of Washington, DC",174,SEED PCS of Washington DC,Charter,7,At-Risk,,62,,290,SEED PCS of Washington DC,47671,47671,0,,,,,,,12.0,7.0,Middle School,High School
191,144,Elsie Whitlow Stokes Community Freedom PCS,159,Elsie Whitlow Stokes Community Freedom PCS - Brookland,Charter,5,At-Risk,,11,,352,Elsie Whitlow Stokes Community Freedom,16482,14904,1578,14564.0,14459.0,105.0,1918.0,445.0,1474.0,5.0,-2.0,Elementary School,Elementary School
192,146,Thurgood Marshall Academy PCS,191,Thurgood Marshall Academy PCS,Charter,8,At-Risk,,54,,398,Thurgood Marshall Academy PCS,20402,18649,1753,,,,,,,12.0,9.0,High School,High School
193,149,Two Rivers PCS,198,Two Rivers PCS - 4th St,Charter,6,At-Risk,,22,,538,Two Rivers PCS - 4th,19593,18500,1093,19593.0,18500.0,1093.0,0.0,0.0,0.0,8.0,-2.0,Elementary School,K-8 School
194,149,Two Rivers PCS,198,Two Rivers PCS - 4th St,Charter,6,At-Risk,,22,,538,Two Rivers PCS - 4th,19593,18500,1093,19593.0,18500.0,1093.0,0.0,0.0,0.0,8.0,-2.0,Middle School,K-8 School
195,149,Two Rivers PCS,270,Two Rivers PCS - Young,Charter,5,At-Risk,,20,,341,Two Rivers PCS - Young,18910,18149,761,18910.0,18149.0,761.0,0.0,0.0,0.0,4.0,-2.0,Elementary School,Elementary School
196,151,Washington Latin PCS,1118,Washington Latin PCS - Upper School,Charter,4,At-Risk,,14,,333,Washington Latin PCS - Upper,19446,18954,492,19446.0,18954.0,492.0,0.0,0.0,0.0,12.0,9.0,High School,High School
197,151,Washington Latin PCS,125,Washington Latin PCS - Middle School,Charter,4,At-Risk,,7,,374,Washington Latin PCS - Middle,16829,16404,426,16829.0,16404.0,426.0,0.0,0.0,0.0,8.0,5.0,Middle School,Middle School
198,155,Achievement Preparatory Academy PCS,1100,Achievement Preparatory Academy PCS - Wahler Place Middle School,Charter,8,At-Risk,,65,,459,Achievement Preparatory Academy PCS -,17575,15448,2126,13403.0,11493.0,1910.0,4171.0,3955.0,216.0,8.0,4.0,Elementary School,Middle School
199,155,Achievement Preparatory Academy PCS,1100,Achievement Preparatory Academy PCS - Wahler Place Middle School,Charter,8,At-Risk,,65,,459,Achievement Preparatory Academy PCS -,17575,15448,2126,13403.0,11493.0,1910.0,4171.0,3955.0,216.0,8.0,4.0,Middle School,Middle School
200,155,Achievement Preparatory Academy PCS,217,Achievement Preparatory Academy PCS - Wahler Place Elementary School,Charter,8,At-Risk,,67,,379,Achievement Preparatory Academy PCS -,22085,20068,2018,18270.0,16447.0,1823.0,3815.0,3621.0,195.0,3.0,-2.0,Elementary School,Elementary School
201,156,Center City PCS,1103,Center City PCS - Brightwood,Charter,4,At-Risk,,31,,260,Center City PCS - Brightwood,19236,17487,1748,15423.0,13814.0,1609.0,3812.0,3674.0,139.0,8.0,-2.0,Elementary School,K-8 School
202,156,Center City PCS,1103,Center City PCS - Brightwood,Charter,4,At-Risk,,31,,260,Center City PCS - Brightwood,19236,17487,1748,15423.0,13814.0,1609.0,3812.0,3674.0,139.0,8.0,-2.0,Middle School,K-8 School
203,156,Center City PCS,1104,Center City PCS - Capitol Hill,Charter,6,At-Risk,,56,,270,Center City PCS - Capitol,17404,15816,1589,13852.0,12403.0,1450.0,3552.0,3413.0,139.0,8.0,-2.0,Elementary School,K-8 School
204,156,Center City PCS,1104,Center City PCS - Capitol Hill,Charter,6,At-Risk,,56,,270,Center City PCS - Capitol,17404,15816,1589,13852.0,12403.0,1450.0,3552.0,3413.0,139.0,8.0,-2.0,Middle School,K-8 School
205,156,Center City PCS,1105,Center City PCS - Congress Heights,Charter,8,At-Risk,,54,,256,Center City PCS - Congress,17735,16060,1674,14288.0,12753.0,1535.0,3446.0,3307.0,139.0,8.0,-2.0,Elementary School,K-8 School
206,156,Center City PCS,1105,Center City PCS - Congress Heights,Charter,8,At-Risk,,54,,256,Center City PCS - Congress,17735,16060,1674,14288.0,12753.0,1535.0,3446.0,3307.0,139.0,8.0,-2.0,Middle School,K-8 School
207,156,Center City PCS,1106,Center City PCS - Petworth,Charter,4,At-Risk,,33,,255,Center City PCS - Petworth,19735,17941,1794,15996.0,14341.0,1655.0,3739.0,3600.0,139.0,8.0,-2.0,Elementary School,K-8 School
208,156,Center City PCS,1106,Center City PCS - Petworth,Charter,4,At-Risk,,33,,255,Center City PCS - Petworth,19735,17941,1794,15996.0,14341.0,1655.0,3739.0,3600.0,139.0,8.0,-2.0,Middle School,K-8 School
209,156,Center City PCS,1107,Center City PCS - Shaw,Charter,6,At-Risk,,44,,237,Center City PCS - Shaw,18951,17233,1718,15252.0,13673.0,1579.0,3699.0,3560.0,139.0,8.0,-1.0,Elementary School,K-8 School
210,156,Center City PCS,1107,Center City PCS - Shaw,Charter,6,At-Risk,,44,,237,Center City PCS - Shaw,18951,17233,1718,15252.0,13673.0,1579.0,3699.0,3560.0,139.0,8.0,-1.0,Middle School,K-8 School
211,156,Center City PCS,1108,Center City PCS - Trinidad,Charter,5,At-Risk,,61,,209,Center City PCS - Trinidad,21089,19184,1906,17417.0,15650.0,1767.0,3672.0,3534.0,139.0,8.0,-2.0,Elementary School,K-8 School
212,156,Center City PCS,1108,Center City PCS - Trinidad,Charter,5,At-Risk,,61,,209,Center City PCS - Trinidad,21089,19184,1906,17417.0,15650.0,1767.0,3672.0,3534.0,139.0,8.0,-2.0,Middle School,K-8 School
213,160,Washington Yu Ying PCS,1117,Washington Yu Ying PCS,Charter,5,At-Risk,,6,,570,Washington Yu Ying PCS,17242,16503,738,,,,,,,5.0,-2.0,Elementary School,Elementary School
214,163,National Collegiate Preparatory PCHS,1120,National Collegiate Preparatory PCHS,Charter,8,At-Risk,,74,,268,National Collegiate Preparatory PCHS,24015,21878,2137,,,,,,,12.0,9.0,High School,High School
215,165,Inspired Teaching Demonstration PCS,3064,Inspired Teaching Demonstration PCS,Charter,5,At-Risk,,17,,475,Inspired Teaching Demonstration PCS,17551,16994,557,,,,,,,8.0,-2.0,Elementary School,K-8 School
216,165,Inspired Teaching Demonstration PCS,3064,Inspired Teaching Demonstration PCS,Charter,5,At-Risk,,17,,475,Inspired Teaching Demonstration PCS,17551,16994,557,,,,,,,8.0,-2.0,Middle School,K-8 School
217,166,Shining Stars Montessori Academy PCS,3066,Shining Stars Montessori Academy PCS,Charter,5,At-Risk,,17,,315,Shining Stars Montessori Academy PCS,19108,18337,771,,,,,,,6.0,-2.0,Elementary School,Elementary School
218,167,Richard Wright PCS for Journalism and Media Arts,3067,Richard Wright PCS for Journalism and Media Arts,Charter,6,At-Risk,,63,,303,Richard Wright PCS for Journalism,20592,18708,1883,,,,,,,12.0,8.0,High School,High School
219,168,Basis DC PCS,3068,BASIS DC PCS,Charter,2,At-Risk,,8,,642,BASIS DC PCS,12423,12173,250,,,,,,,12.0,5.0,High School,High School
220,168,Basis DC PCS,3068,BASIS DC PCS,Charter,2,At-Risk,,8,,642,BASIS DC PCS,12423,12173,250,,,,,,,12.0,5.0,Middle School,High School
221,169,Creative Minds International PCS,3069,Creative Minds International PCS,Charter,5,At-Risk,,16,,512,Creative Minds International PCS,24753,24087,666,,,,,,,8.0,-2.0,Elementary School,K-8 School
222,169,Creative Minds International PCS,3069,Creative Minds International PCS,Charter,5,At-Risk,,16,,512,Creative Minds International PCS,24753,24087,666,,,,,,,8.0,-2.0,Middle School,K-8 School
223,170,DC Scholars PCS,3070,DC Scholars PCS,Charter,7,At-Risk,,63,,548,DC Scholars PCS,20321,18170,2151,,,,,,,8.0,-2.0,Elementary School,K-8 School
224,170,DC Scholars PCS,3070,DC Scholars PCS,Charter,7,At-Risk,,63,,548,DC Scholars PCS,20321,18170,2151,,,,,,,8.0,-2.0,Middle School,K-8 School
225,171,Mundo Verde Bilingual PCS,3065,Mundo Verde Bilingual PCS,Charter,5,At-Risk,,12,,604,Mundo Verde Bilingual PCS,17961,17126,835,17961.0,17126.0,835.0,0.0,0.0,0.0,5.0,-2.0,Elementary School,Elementary School
226,173,Ingenuity Prep PCS,200,Ingenuity Prep PCS,Charter,8,At-Risk,,65,,571,Ingenuity Prep PCS,22919,20983,1935,,,,,,,5.0,-2.0,Elementary School,Elementary School
227,174,Sela PCS,197,Sela PCS,Charter,4,At-Risk,,18,,232,Sela PCS,20086,19065,1021,,,,,,,5.0,-2.0,Elementary School,Elementary School
228,177,Lee Montessori PCS,228,Lee Montessori PCS,Charter,5,At-Risk,,11,,215,Lee Montessori PCS,23187,22189,999,23187.0,22189.0,999.0,0.0,0.0,0.0,5.0,-2.0,Elementary School,Elementary School
229,180,Harmony DC PCS,245,Harmony DC PCS - School of Excellence,Charter,5,At-Risk,,67,,122,Harmony DC PCS - School,24606,22512,2094,,,,,,,5.0,0.0,Elementary School,Elementary School
230,181,District of Columbia International School,248,District of Columbia International School,Charter,4,At-Risk,,19,,1066,District of Columbia International School,14049,13145,905,,,,,,,11.0,6.0,High School,High School
231,181,District of Columbia International School,248,District of Columbia International School,Charter,4,At-Risk,,19,,1066,District of Columbia International School,14049,13145,905,,,,,,,11.0,6.0,Middle School,High School
